property_id,check_in_date,room_category,successful_bookings,capacity,occupancy
17563,2022-06-18,RT4,17,19,89.47368421
17563,2022-06-18,RT3,13,16,81.25
17563,2022-06-18,RT2,41,44,93.18181818
17563,2022-06-18,RT1,22,25,88
17563,2022-06-19,RT1,17,25,68
17563,2022-06-19,RT4,15,19,78.94736842
17563,2022-06-19,RT2,30,44,68.18181818
17563,2022-06-19,RT3,11,16,68.75
17563,2022-06-20,RT1,13,25,52
17563,2022-06-20,RT2,23,44,52.27272727
17563,2022-06-20,RT4,10,19,52.63157895
17563,2022-06-20,RT3,9,16,56.25
17563,2022-06-21,RT1,14,25,56
17563,2022-06-21,RT3,10,16,62.5
17563,2022-06-21,RT4,9,19,47.36842105
17563,2022-06-21,RT2,21,44,47.72727273
17563,2022-06-22,RT3,8,16,50
17563,2022-06-22,RT4,10,19,52.63157895
17563,2022-06-22,RT2,23,44,52.27272727
17563,2022-06-22,RT1,10,25,40
17563,2022-06-23,RT1,10,25,40
17563,2022-06-23,RT2,26,44,59.09090909
17563,2022-06-23,RT4,8,19,42.10526316
17563,2022-06-23,RT3,9,16,56.25
17563,2022-06-24,RT1,13,25,52
17563,2022-06-24,RT2,23,44,52.27272727
17563,2022-06-24,RT3,7,16,43.75
17563,2022-06-24,RT4,8,19,42.10526316
17563,2022-06-25,RT4,14,19,73.68421053
17563,2022-06-25,RT1,16,25,64
17563,2022-06-25,RT3,14,16,87.5
17563,2022-06-25,RT2,33,44,75
17563,2022-06-26,RT1,24,25,96
17563,2022-06-26,RT4,19,19,100
17563,2022-06-26,RT3,15,16,93.75
17563,2022-06-26,RT2,40,44,90.90909091
17563,2022-06-27,RT4,12,19,63.15789474
17563,2022-06-27,RT3,12,16,75
17563,2022-06-27,RT1,17,25,68
17563,2022-06-27,RT2,28,44,63.63636364
17563,2022-06-28,RT4,11,19,57.89473684
17563,2022-06-28,RT1,17,25,68
17563,2022-06-28,RT3,11,16,68.75
17563,2022-06-28,RT2,27,44,61.36363636
17563,2022-06-29,RT4,14,19,73.68421053
17563,2022-06-29,RT1,15,25,60
17563,2022-06-29,RT3,11,16,68.75
17563,2022-06-29,RT2,28,44,63.63636364
17563,2022-06-30,RT4,11,19,57.89473684
17563,2022-06-30,RT1,13,25,52
17563,2022-06-30,RT3,9,16,56.25
17563,2022-06-30,RT2,32,44,72.72727273
17563,2022-07-01,RT4,14,19,73.68421053
17563,2022-07-01,RT1,15,25,60
17563,2022-07-01,RT2,28,44,63.63636364
17563,2022-07-01,RT3,10,16,62.5
17563,2022-07-02,RT3,14,16,87.5
17563,2022-07-02,RT2,37,44,84.09090909
17563,2022-07-02,RT1,21,25,84
17563,2022-07-02,RT4,17,19,89.47368421
17563,2022-07-03,RT2,43,44,97.72727273
17563,2022-07-03,RT1,23,25,92
17563,2022-07-03,RT3,15,16,93.75
17563,2022-07-03,RT4,18,19,94.73684211
17563,2022-07-04,RT1,18,25,72
17563,2022-07-04,RT4,10,19,52.63157895
17563,2022-07-04,RT2,31,44,70.45454545
17563,2022-07-04,RT3,9,16,56.25
17563,2022-07-05,RT1,16,25,64
17563,2022-07-05,RT3,10,16,62.5
17563,2022-07-05,RT4,13,19,68.42105263
17563,2022-07-05,RT2,30,44,68.18181818
17563,2022-07-06,RT1,17,25,68
17563,2022-07-06,RT3,10,16,62.5
17563,2022-07-06,RT4,10,19,52.63157895
17563,2022-07-06,RT2,25,44,56.81818182
17563,2022-07-07,RT1,15,25,60
17563,2022-07-07,RT2,30,44,68.18181818
17563,2022-07-07,RT4,13,19,68.42105263
17563,2022-07-07,RT3,10,16,62.5
17563,2022-07-08,RT2,26,44,59.09090909
17563,2022-07-08,RT1,15,25,60
17563,2022-07-08,RT3,11,16,68.75
17563,2022-07-08,RT4,12,19,63.15789474
17563,2022-07-09,RT2,38,44,86.36363636
17563,2022-07-09,RT4,19,19,100
17563,2022-07-09,RT1,24,25,96
17563,2022-07-09,RT3,16,16,100
17563,2022-07-10,RT3,15,16,93.75
17563,2022-07-10,RT4,17,19,89.47368421
17563,2022-07-10,RT2,39,44,88.63636364
17563,2022-07-10,RT1,23,25,92
17563,2022-07-11,RT1,17,25,68
17563,2022-07-11,RT4,11,19,57.89473684
17563,2022-07-11,RT3,10,16,62.5
17563,2022-07-11,RT2,28,44,63.63636364
17563,2022-07-12,RT3,11,16,68.75
17563,2022-07-12,RT2,29,44,65.90909091
17563,2022-07-12,RT4,12,19,63.15789474
17563,2022-07-12,RT1,17,25,68
17563,2022-07-13,RT3,8,16,50
17563,2022-07-13,RT2,28,44,63.63636364
17563,2022-07-13,RT4,11,19,57.89473684
17563,2022-07-13,RT1,16,25,64
17563,2022-07-14,RT3,9,16,56.25
17563,2022-07-14,RT1,16,25,64
17563,2022-07-14,RT2,31,44,70.45454545
17563,2022-07-14,RT4,12,19,63.15789474
17563,2022-07-15,RT4,13,19,68.42105263
17563,2022-07-15,RT3,10,16,62.5
17563,2022-07-15,RT2,29,44,65.90909091
17563,2022-07-15,RT1,15,25,60
17563,2022-07-16,RT1,21,25,84
17563,2022-07-16,RT4,16,19,84.21052632
17563,2022-07-16,RT3,14,16,87.5
17563,2022-07-16,RT2,38,44,86.36363636
17563,2022-07-17,RT1,21,25,84
17563,2022-07-17,RT2,35,44,79.54545455
17563,2022-07-17,RT3,14,16,87.5
17563,2022-07-17,RT4,16,19,84.21052632
17563,2022-07-18,RT4,10,19,52.63157895
17563,2022-07-18,RT3,9,16,56.25
17563,2022-07-18,RT1,14,25,56
17563,2022-07-18,RT2,22,44,50
17563,2022-07-19,RT2,27,44,61.36363636
17563,2022-07-19,RT4,8,19,42.10526316
17563,2022-07-19,RT3,8,16,50
17563,2022-07-19,RT1,10,25,40
17563,2022-07-20,RT4,8,19,42.10526316
17563,2022-07-20,RT2,24,44,54.54545455
17563,2022-07-20,RT1,13,25,52
17563,2022-07-20,RT3,8,16,50
17563,2022-07-21,RT3,8,16,50
17563,2022-07-21,RT2,21,44,47.72727273
17563,2022-07-21,RT1,13,25,52
17563,2022-07-21,RT4,10,19,52.63157895
17563,2022-07-22,RT1,12,25,48
17563,2022-07-22,RT2,21,44,47.72727273
17563,2022-07-22,RT4,12,19,63.15789474
17563,2022-07-22,RT3,8,16,50
17563,2022-07-23,RT2,32,44,72.72727273
17563,2022-07-23,RT4,15,19,78.94736842
17563,2022-07-23,RT3,12,16,75
17563,2022-07-23,RT1,19,25,76
17563,2022-07-24,RT1,18,25,72
17563,2022-07-24,RT3,12,16,75
17563,2022-07-24,RT4,13,19,68.42105263
17563,2022-07-24,RT2,33,44,75
17563,2022-07-25,RT4,9,19,47.36842105
17563,2022-07-25,RT1,12,25,48
17563,2022-07-25,RT3,9,16,56.25
17563,2022-07-25,RT2,24,44,54.54545455
17563,2022-07-26,RT1,14,25,56
17563,2022-07-26,RT4,9,19,47.36842105
17563,2022-07-26,RT2,26,44,59.09090909
17563,2022-07-26,RT3,9,16,56.25
17563,2022-07-27,RT3,9,16,56.25
17563,2022-07-27,RT1,15,25,60
17563,2022-07-27,RT2,22,44,50
17563,2022-07-27,RT4,8,19,42.10526316
17563,2022-07-28,RT3,8,16,50
17563,2022-07-28,RT4,7,19,36.84210526
17563,2022-07-28,RT2,24,44,54.54545455
17563,2022-07-28,RT1,12,25,48
17563,2022-07-29,RT4,11,19,57.89473684
17563,2022-07-29,RT1,11,25,44
17563,2022-07-29,RT3,9,16,56.25
17563,2022-07-29,RT2,23,44,52.27272727
17563,2022-07-30,RT2,35,44,79.54545455
17563,2022-07-30,RT3,12,16,75
17563,2022-07-30,RT1,19,25,76
17563,2022-07-30,RT4,14,19,73.68421053
17563,2022-07-31,RT2,32,44,72.72727273
17563,2022-07-31,RT4,13,19,68.42105263
17563,2022-07-31,RT3,13,16,81.25
17563,2022-07-31,RT1,20,25,80
17564,2022-05-01,RT3,16,24,66.66666667
17564,2022-05-01,RT2,25,40,62.5
17564,2022-05-01,RT1,9,16,56.25
17564,2022-05-01,RT4,9,17,52.94117647
17564,2022-05-02,RT4,6,17,35.29411765
17564,2022-05-02,RT1,7,16,43.75
17564,2022-05-02,RT3,9,24,37.5
17564,2022-05-02,RT2,16,40,40
17564,2022-05-03,RT1,6,16,37.5
17564,2022-05-03,RT3,11,24,45.83333333
17564,2022-05-03,RT4,7,17,41.17647059
17564,2022-05-03,RT2,16,40,40
17564,2022-05-04,RT4,9,17,52.94117647
17564,2022-05-04,RT1,7,16,43.75
17564,2022-05-04,RT2,18,40,45
17564,2022-05-04,RT3,8,24,33.33333333
17564,2022-05-05,RT3,12,24,50
17564,2022-05-05,RT4,7,17,41.17647059
17564,2022-05-05,RT2,18,40,45
17564,2022-05-05,RT1,6,16,37.5
17564,2022-05-06,RT3,10,24,41.66666667
17564,2022-05-06,RT4,7,17,41.17647059
17564,2022-05-06,RT2,18,40,45
17564,2022-05-06,RT1,7,16,43.75
17564,2022-05-07,RT1,9,16,56.25
17564,2022-05-07,RT3,15,24,62.5
17564,2022-05-07,RT4,12,17,70.58823529
17564,2022-05-07,RT2,21,40,52.5
17564,2022-05-08,RT4,10,17,58.82352941
17564,2022-05-08,RT3,15,24,62.5
17564,2022-05-08,RT2,25,40,62.5
17564,2022-05-08,RT1,10,16,62.5
17564,2022-05-09,RT4,6,17,35.29411765
17564,2022-05-09,RT1,7,16,43.75
17564,2022-05-09,RT2,15,40,37.5
17564,2022-05-09,RT3,10,24,41.66666667
17564,2022-05-10,RT2,17,40,42.5
17564,2022-05-10,RT4,7,17,41.17647059
17564,2022-05-10,RT3,9,24,37.5
17564,2022-05-10,RT1,6,16,37.5
17564,2022-05-11,RT4,8,17,47.05882353
17564,2022-05-11,RT3,9,24,37.5
17564,2022-05-11,RT1,7,16,43.75
17564,2022-05-11,RT2,19,40,47.5
17564,2022-05-12,RT2,15,40,37.5
17564,2022-05-12,RT1,6,16,37.5
17564,2022-05-12,RT3,9,24,37.5
17564,2022-05-12,RT4,7,17,41.17647059
17564,2022-05-13,RT2,17,40,42.5
17564,2022-05-13,RT3,11,24,45.83333333
17564,2022-05-13,RT1,7,16,43.75
17564,2022-05-13,RT4,7,17,41.17647059
17564,2022-05-14,RT4,10,17,58.82352941
17564,2022-05-14,RT3,15,24,62.5
17564,2022-05-14,RT1,9,16,56.25
17564,2022-05-14,RT2,26,40,65
17564,2022-05-15,RT4,8,17,47.05882353
17564,2022-05-15,RT2,20,40,50
17564,2022-05-15,RT1,8,16,50
17564,2022-05-15,RT3,13,24,54.16666667
17564,2022-05-16,RT3,7,24,29.16666667
17564,2022-05-16,RT4,5,17,29.41176471
17564,2022-05-16,RT1,5,16,31.25
17564,2022-05-16,RT2,15,40,37.5
17564,2022-05-17,RT1,5,16,31.25
17564,2022-05-17,RT3,8,24,33.33333333
17564,2022-05-17,RT4,5,17,29.41176471
17564,2022-05-17,RT2,17,40,42.5
17564,2022-05-18,RT1,6,16,37.5
17564,2022-05-18,RT3,10,24,41.66666667
17564,2022-05-18,RT2,14,40,35
17564,2022-05-18,RT4,6,17,35.29411765
17564,2022-05-19,RT1,5,16,31.25
17564,2022-05-19,RT4,6,17,35.29411765
17564,2022-05-19,RT2,14,40,35
17564,2022-05-19,RT3,10,24,41.66666667
17564,2022-05-20,RT1,6,16,37.5
17564,2022-05-20,RT3,8,24,33.33333333
17564,2022-05-20,RT4,7,17,41.17647059
17564,2022-05-20,RT2,14,40,35
17564,2022-05-21,RT4,7,17,41.17647059
17564,2022-05-21,RT1,9,16,56.25
17564,2022-05-21,RT2,20,40,50
17564,2022-05-21,RT3,12,24,50
17564,2022-05-22,RT2,22,40,55
17564,2022-05-22,RT4,12,17,70.58823529
17564,2022-05-22,RT1,10,16,62.5
17564,2022-05-22,RT3,14,24,58.33333333
17564,2022-05-23,RT2,14,40,35
17564,2022-05-23,RT4,8,17,47.05882353
17564,2022-05-23,RT3,12,24,50
17564,2022-05-23,RT1,7,16,43.75
17564,2022-05-24,RT1,7,16,43.75
17564,2022-05-24,RT3,9,24,37.5
17564,2022-05-24,RT4,7,17,41.17647059
17564,2022-05-24,RT2,18,40,45
17564,2022-05-25,RT3,12,24,50
17564,2022-05-25,RT1,6,16,37.5
17564,2022-05-25,RT2,17,40,42.5
17564,2022-05-25,RT4,8,17,47.05882353
17564,2022-05-26,RT2,17,40,42.5
17564,2022-05-26,RT1,8,16,50
17564,2022-05-26,RT4,6,17,35.29411765
17564,2022-05-26,RT3,10,24,41.66666667
17564,2022-05-27,RT4,7,17,41.17647059
17564,2022-05-27,RT3,9,24,37.5
17564,2022-05-27,RT2,19,40,47.5
17564,2022-05-27,RT1,6,16,37.5
17564,2022-05-28,RT3,15,24,62.5
17564,2022-05-28,RT2,24,40,60
17564,2022-05-28,RT1,9,16,56.25
17564,2022-05-28,RT4,10,17,58.82352941
17564,2022-05-29,RT1,8,16,50
17564,2022-05-29,RT4,7,17,41.17647059
17564,2022-05-29,RT3,13,24,54.16666667
17564,2022-05-29,RT2,21,40,52.5
17564,2022-05-30,RT3,8,24,33.33333333
17564,2022-05-30,RT4,6,17,35.29411765
17564,2022-05-30,RT1,7,16,43.75
17564,2022-05-30,RT2,13,40,32.5
17564,2022-05-31,RT2,13,40,32.5
17564,2022-05-31,RT1,5,16,31.25
17564,2022-05-31,RT4,6,17,35.29411765
17564,2022-05-31,RT3,9,24,37.5
17564,2022-06-01,RT3,8,24,33.33333333
17564,2022-06-01,RT2,15,40,37.5
17564,2022-06-01,RT1,5,16,31.25
17564,2022-06-01,RT4,5,17,29.41176471
17564,2022-06-02,RT4,6,17,35.29411765
17564,2022-06-02,RT3,10,24,41.66666667
17564,2022-06-02,RT2,17,40,42.5
17564,2022-06-02,RT1,6,16,37.5
17564,2022-06-03,RT2,14,40,35
17564,2022-06-03,RT3,7,24,29.16666667
17564,2022-06-03,RT4,5,17,29.41176471
17564,2022-06-03,RT1,5,16,31.25
17564,2022-06-04,RT1,8,16,50
17564,2022-06-04,RT4,10,17,58.82352941
17564,2022-06-04,RT2,22,40,55
17564,2022-06-04,RT3,11,24,45.83333333
17564,2022-06-05,RT1,9,16,56.25
17564,2022-06-05,RT4,9,17,52.94117647
17564,2022-06-05,RT3,17,24,70.83333333
17564,2022-06-05,RT2,25,40,62.5
17564,2022-06-06,RT3,11,24,45.83333333
17564,2022-06-06,RT2,16,40,40
17564,2022-06-06,RT1,8,16,50
17564,2022-06-06,RT4,7,17,41.17647059
17564,2022-06-07,RT4,7,17,41.17647059
17564,2022-06-07,RT3,10,24,41.66666667
17564,2022-06-07,RT1,8,16,50
17564,2022-06-07,RT2,17,40,42.5
17564,2022-06-08,RT4,8,17,47.05882353
17564,2022-06-08,RT1,8,16,50
17564,2022-06-08,RT2,17,40,42.5
17564,2022-06-08,RT3,10,24,41.66666667
17564,2022-06-09,RT4,7,17,41.17647059
17564,2022-06-09,RT1,7,16,43.75
17564,2022-06-09,RT2,16,40,40
17564,2022-06-09,RT3,11,24,45.83333333
17564,2022-06-10,RT2,18,40,45
17564,2022-06-10,RT4,7,17,41.17647059
17564,2022-06-10,RT3,10,24,41.66666667
17564,2022-06-10,RT1,5,16,31.25
17564,2022-06-11,RT3,14,24,58.33333333
17564,2022-06-11,RT4,10,17,58.82352941
17564,2022-06-11,RT1,11,16,68.75
17564,2022-06-11,RT2,22,40,55
17564,2022-06-12,RT4,9,17,52.94117647
17564,2022-06-12,RT1,10,16,62.5
17564,2022-06-12,RT2,23,40,57.5
17564,2022-06-12,RT3,16,24,66.66666667
17564,2022-06-13,RT1,7,16,43.75
17564,2022-06-13,RT3,9,24,37.5
17564,2022-06-13,RT2,16,40,40
17564,2022-06-13,RT4,6,17,35.29411765
17564,2022-06-14,RT4,7,17,41.17647059
17564,2022-06-14,RT3,11,24,45.83333333
17564,2022-06-14,RT1,7,16,43.75
17564,2022-06-14,RT2,18,40,45
17564,2022-06-15,RT4,9,17,52.94117647
17564,2022-06-15,RT3,10,24,41.66666667
17564,2022-06-15,RT2,19,40,47.5
17564,2022-06-15,RT1,7,16,43.75
17564,2022-06-16,RT2,16,40,40
17564,2022-06-16,RT1,7,16,43.75
17564,2022-06-16,RT3,10,24,41.66666667
17564,2022-06-16,RT4,8,17,47.05882353
17564,2022-06-17,RT3,9,24,37.5
17564,2022-06-17,RT4,7,17,41.17647059
17564,2022-06-17,RT2,19,40,47.5
17564,2022-06-17,RT1,7,16,43.75
17564,2022-06-18,RT3,14,24,58.33333333
17564,2022-06-18,RT4,10,17,58.82352941
17564,2022-06-18,RT1,10,16,62.5
17564,2022-06-18,RT2,26,40,65
17564,2022-06-19,RT3,14,24,58.33333333
17564,2022-06-19,RT1,8,16,50
17564,2022-06-19,RT4,8,17,47.05882353
17564,2022-06-19,RT2,19,40,47.5
17564,2022-06-20,RT3,10,24,41.66666667
17564,2022-06-20,RT1,6,16,37.5
17564,2022-06-20,RT4,6,17,35.29411765
17564,2022-06-20,RT2,13,40,32.5
17564,2022-06-21,RT3,9,24,37.5
17564,2022-06-21,RT2,12,40,30
17564,2022-06-21,RT1,6,16,37.5
17564,2022-06-21,RT4,6,17,35.29411765
17564,2022-06-22,RT1,5,16,31.25
17564,2022-06-22,RT2,19,40,47.5
17564,2022-06-22,RT4,5,17,29.41176471
17564,2022-06-22,RT3,8,24,33.33333333
17564,2022-06-23,RT2,12,40,30
17564,2022-06-23,RT3,8,24,33.33333333
17564,2022-06-23,RT4,6,17,35.29411765
17564,2022-06-23,RT1,5,16,31.25
17564,2022-06-24,RT2,15,40,37.5
17564,2022-06-24,RT1,6,16,37.5
17564,2022-06-24,RT4,6,17,35.29411765
17564,2022-06-24,RT3,9,24,37.5
17564,2022-06-25,RT4,9,17,52.94117647
17564,2022-06-25,RT3,12,24,50
17564,2022-06-25,RT2,21,40,52.5
17564,2022-06-25,RT1,7,16,43.75
17564,2022-06-26,RT1,9,16,56.25
17564,2022-06-26,RT2,27,40,67.5
17564,2022-06-26,RT4,11,17,64.70588235
17564,2022-06-26,RT3,16,24,66.66666667
17564,2022-06-27,RT1,6,16,37.5
17564,2022-06-27,RT2,15,40,37.5
17564,2022-06-27,RT3,9,24,37.5
17564,2022-06-27,RT4,7,17,41.17647059
17564,2022-06-28,RT4,7,17,41.17647059
17564,2022-06-28,RT3,10,24,41.66666667
17564,2022-06-28,RT2,16,40,40
17564,2022-06-28,RT1,6,16,37.5
17564,2022-06-29,RT1,7,16,43.75
17564,2022-06-29,RT4,7,17,41.17647059
17564,2022-06-29,RT3,12,24,50
17564,2022-06-29,RT2,17,40,42.5
17564,2022-06-30,RT4,7,17,41.17647059
17564,2022-06-30,RT3,10,24,41.66666667
17564,2022-06-30,RT2,18,40,45
17564,2022-06-30,RT1,6,16,37.5
17564,2022-07-01,RT2,16,40,40
17564,2022-07-01,RT1,7,16,43.75
17564,2022-07-01,RT4,7,17,41.17647059
17564,2022-07-01,RT3,11,24,45.83333333
17564,2022-07-02,RT1,8,16,50
17564,2022-07-02,RT3,14,24,58.33333333
17564,2022-07-02,RT2,24,40,60
17564,2022-07-02,RT4,11,17,64.70588235
17564,2022-07-03,RT3,15,24,62.5
17564,2022-07-03,RT2,23,40,57.5
17564,2022-07-03,RT1,9,16,56.25
17564,2022-07-03,RT4,9,17,52.94117647
17564,2022-07-04,RT4,8,17,47.05882353
17564,2022-07-04,RT1,6,16,37.5
17564,2022-07-04,RT2,19,40,47.5
17564,2022-07-04,RT3,9,24,37.5
17564,2022-07-05,RT1,7,16,43.75
17564,2022-07-05,RT2,18,40,45
17564,2022-07-05,RT4,6,17,35.29411765
17564,2022-07-05,RT3,9,24,37.5
17564,2022-07-06,RT2,15,40,37.5
17564,2022-07-06,RT4,6,17,35.29411765
17564,2022-07-06,RT1,6,16,37.5
17564,2022-07-06,RT3,12,24,50
17564,2022-07-07,RT1,6,16,37.5
17564,2022-07-07,RT2,15,40,37.5
17564,2022-07-07,RT3,10,24,41.66666667
17564,2022-07-07,RT4,8,17,47.05882353
17564,2022-07-08,RT3,10,24,41.66666667
17564,2022-07-08,RT1,6,16,37.5
17564,2022-07-08,RT2,19,40,47.5
17564,2022-07-08,RT4,7,17,41.17647059
17564,2022-07-09,RT2,26,40,65
17564,2022-07-09,RT3,17,24,70.83333333
17564,2022-07-09,RT4,11,17,64.70588235
17564,2022-07-09,RT1,10,16,62.5
17564,2022-07-10,RT4,10,17,58.82352941
17564,2022-07-10,RT3,15,24,62.5
17564,2022-07-10,RT1,9,16,56.25
17564,2022-07-10,RT2,24,40,60
17564,2022-07-11,RT1,7,16,43.75
17564,2022-07-11,RT2,17,40,42.5
17564,2022-07-11,RT4,8,17,47.05882353
17564,2022-07-11,RT3,11,24,45.83333333
17564,2022-07-12,RT1,5,16,31.25
17564,2022-07-12,RT2,17,40,42.5
17564,2022-07-12,RT3,9,24,37.5
17564,2022-07-12,RT4,7,17,41.17647059
17564,2022-07-13,RT1,6,16,37.5
17564,2022-07-13,RT4,6,17,35.29411765
17564,2022-07-13,RT3,11,24,45.83333333
17564,2022-07-13,RT2,16,40,40
17564,2022-07-14,RT1,6,16,37.5
17564,2022-07-14,RT2,19,40,47.5
17564,2022-07-14,RT3,10,24,41.66666667
17564,2022-07-14,RT4,7,17,41.17647059
17564,2022-07-15,RT2,17,40,42.5
17564,2022-07-15,RT1,7,16,43.75
17564,2022-07-15,RT3,11,24,45.83333333
17564,2022-07-15,RT4,8,17,47.05882353
17564,2022-07-16,RT1,11,16,68.75
17564,2022-07-16,RT2,26,40,65
17564,2022-07-16,RT4,10,17,58.82352941
17564,2022-07-16,RT3,14,24,58.33333333
17564,2022-07-17,RT3,11,24,45.83333333
17564,2022-07-17,RT4,9,17,52.94117647
17564,2022-07-17,RT1,9,16,56.25
17564,2022-07-17,RT2,19,40,47.5
17564,2022-07-18,RT1,5,16,31.25
17564,2022-07-18,RT2,16,40,40
17564,2022-07-18,RT4,5,17,29.41176471
17564,2022-07-18,RT3,7,24,29.16666667
17564,2022-07-19,RT2,12,40,30
17564,2022-07-19,RT1,6,16,37.5
17564,2022-07-19,RT3,8,24,33.33333333
17564,2022-07-19,RT4,6,17,35.29411765
17564,2022-07-20,RT3,8,24,33.33333333
17564,2022-07-20,RT2,12,40,30
17564,2022-07-20,RT1,6,16,37.5
17564,2022-07-20,RT4,6,17,35.29411765
17564,2022-07-21,RT1,5,16,31.25
17564,2022-07-21,RT3,10,24,41.66666667
17564,2022-07-21,RT4,7,17,41.17647059
17564,2022-07-21,RT2,13,40,32.5
17564,2022-07-22,RT2,14,40,35
17564,2022-07-22,RT1,5,16,31.25
17564,2022-07-22,RT4,6,17,35.29411765
17564,2022-07-22,RT3,9,24,37.5
17564,2022-07-23,RT3,14,24,58.33333333
17564,2022-07-23,RT2,23,40,57.5
17564,2022-07-23,RT1,8,16,50
17564,2022-07-23,RT4,9,17,52.94117647
17564,2022-07-24,RT2,20,40,50
17564,2022-07-24,RT3,12,24,50
17564,2022-07-24,RT4,9,17,52.94117647
17564,2022-07-24,RT1,8,16,50
17564,2022-07-25,RT4,7,17,41.17647059
17564,2022-07-25,RT1,6,16,37.5
17564,2022-07-25,RT3,9,24,37.5
17564,2022-07-25,RT2,12,40,30
17564,2022-07-26,RT1,6,16,37.5
17564,2022-07-26,RT2,15,40,37.5
17564,2022-07-26,RT4,6,17,35.29411765
17564,2022-07-26,RT3,9,24,37.5
17564,2022-07-27,RT4,6,17,35.29411765
17564,2022-07-27,RT2,14,40,35
17564,2022-07-27,RT3,9,24,37.5
17564,2022-07-27,RT1,6,16,37.5
17564,2022-07-28,RT4,6,17,35.29411765
17564,2022-07-28,RT1,6,16,37.5
17564,2022-07-28,RT2,15,40,37.5
17564,2022-07-28,RT3,8,24,33.33333333
17564,2022-07-29,RT2,14,40,35
17564,2022-07-29,RT4,5,17,29.41176471
17564,2022-07-29,RT3,12,24,50
17564,2022-07-29,RT1,6,16,37.5
17564,2022-07-30,RT4,8,17,47.05882353
17564,2022-07-30,RT1,9,16,56.25
17564,2022-07-30,RT3,12,24,50
17564,2022-07-30,RT2,19,40,47.5
17564,2022-07-31,RT3,11,24,45.83333333
17564,2022-07-31,RT4,10,17,58.82352941
17564,2022-07-31,RT1,8,16,50
17564,2022-07-31,RT2,19,40,47.5
18558,2022-05-01,RT1,11,15,73.33333333
18558,2022-05-01,RT4,14,20,70
18558,2022-05-01,RT3,18,26,69.23076923
18558,2022-05-01,RT2,21,30,70
18558,2022-05-02,RT3,15,26,57.69230769
18558,2022-05-02,RT1,8,15,53.33333333
18558,2022-05-02,RT4,10,20,50
18558,2022-05-02,RT2,14,30,46.66666667
18558,2022-05-03,RT3,13,26,50
18558,2022-05-03,RT2,16,30,53.33333333
18558,2022-05-03,RT1,8,15,53.33333333
18558,2022-05-03,RT4,10,20,50
18558,2022-05-04,RT3,14,26,53.84615385
18558,2022-05-04,RT4,11,20,55
18558,2022-05-04,RT2,16,30,53.33333333
18558,2022-05-04,RT1,7,15,46.66666667
18558,2022-05-05,RT3,12,26,46.15384615
18558,2022-05-05,RT1,8,15,53.33333333
18558,2022-05-05,RT2,15,30,50
18558,2022-05-05,RT4,11,20,55
18558,2022-05-06,RT1,7,15,46.66666667
18558,2022-05-06,RT3,14,26,53.84615385
18558,2022-05-06,RT2,17,30,56.66666667
18558,2022-05-06,RT4,11,20,55
18558,2022-05-07,RT2,22,30,73.33333333
18558,2022-05-07,RT4,15,20,75
18558,2022-05-07,RT3,19,26,73.07692308
18558,2022-05-07,RT1,11,15,73.33333333
18558,2022-05-08,RT4,14,20,70
18558,2022-05-08,RT2,22,30,73.33333333
18558,2022-05-08,RT1,12,15,80
18558,2022-05-08,RT3,20,26,76.92307692
18558,2022-05-09,RT4,11,20,55
18558,2022-05-09,RT3,14,26,53.84615385
18558,2022-05-09,RT2,15,30,50
18558,2022-05-09,RT1,7,15,46.66666667
18558,2022-05-10,RT2,14,30,46.66666667
18558,2022-05-10,RT4,10,20,50
18558,2022-05-10,RT3,13,26,50
18558,2022-05-10,RT1,8,15,53.33333333
18558,2022-05-11,RT4,10,20,50
18558,2022-05-11,RT1,8,15,53.33333333
18558,2022-05-11,RT3,15,26,57.69230769
18558,2022-05-11,RT2,15,30,50
18558,2022-05-12,RT3,12,26,46.15384615
18558,2022-05-12,RT2,16,30,53.33333333
18558,2022-05-12,RT4,10,20,50
18558,2022-05-12,RT1,8,15,53.33333333
18558,2022-05-13,RT3,12,26,46.15384615
18558,2022-05-13,RT1,7,15,46.66666667
18558,2022-05-13,RT2,15,30,50
18558,2022-05-13,RT4,11,20,55
18558,2022-05-14,RT1,10,15,66.66666667
18558,2022-05-14,RT2,23,30,76.66666667
18558,2022-05-14,RT3,19,26,73.07692308
18558,2022-05-14,RT4,15,20,75
18558,2022-05-15,RT3,15,26,57.69230769
18558,2022-05-15,RT1,10,15,66.66666667
18558,2022-05-15,RT4,13,20,65
18558,2022-05-15,RT2,19,30,63.33333333
18558,2022-05-16,RT2,12,30,40
18558,2022-05-16,RT1,7,15,46.66666667
18558,2022-05-16,RT3,11,26,42.30769231
18558,2022-05-16,RT4,9,20,45
18558,2022-05-17,RT4,8,20,40
18558,2022-05-17,RT3,10,26,38.46153846
18558,2022-05-17,RT2,12,30,40
18558,2022-05-17,RT1,6,15,40
18558,2022-05-18,RT4,8,20,40
18558,2022-05-18,RT3,10,26,38.46153846
18558,2022-05-18,RT2,14,30,46.66666667
18558,2022-05-18,RT1,6,15,40
18558,2022-05-19,RT3,10,26,38.46153846
18558,2022-05-19,RT2,14,30,46.66666667
18558,2022-05-19,RT4,9,20,45
18558,2022-05-19,RT1,7,15,46.66666667
18558,2022-05-20,RT3,12,26,46.15384615
18558,2022-05-20,RT4,8,20,40
18558,2022-05-20,RT2,12,30,40
18558,2022-05-20,RT1,6,15,40
